id	debug	name	stackable	members	noted	dummy	weight	value	lendable	tradeable	examine
3032	4dose1agility	Agility potion(4)	no	yes	-1	0	35	0	no	yes	
3033	cert_4dose1agility	Agility potion(4)	yes	yes	799	0	0	0	no	yes	
3034	3dose1agility	Agility potion(3)	no	yes	-1	0	30	0	no	yes	
3035	cert_3dose1agility	Agility potion(3)	yes	yes	799	0	0	0	no	yes	
3036	2dose1agility	Agility potion(2)	no	yes	-1	0	25	0	no	yes	
3037	cert_2dose1agility	Agility potion(2)	yes	yes	799	0	0	0	no	yes	
3038	1dose1agility	Agility potion(1)	no	yes	-1	0	20	0	no	yes	
3039	cert_1dose1agility	Agility potion(1)	yes	yes	799	0	0	0	no	yes	
3040	4dose1magic	Magic potion(4)	no	yes	-1	0	35	0	no	yes	
3041	cert_4dose1magic	Magic potion(4)	yes	yes	799	0	0	0	no	yes	
3042	3dose1magic	Magic potion(3)	no	yes	-1	0	30	0	no	yes	
3043	cert_3dose1magic	Magic potion(3)	yes	yes	799	0	0	0	no	yes	
3044	2dose1magic	Magic potion(2)	no	yes	-1	0	25	0	no	yes	
3045	cert_2dose1magic	Magic potion(2)	yes	yes	799	0	0	0	no	yes	
3046	1dose1magic	Magic potion(1)	no	yes	-1	0	20	0	no	yes	
3047	cert_1dose1magic	Magic potion(1)	yes	yes	799	0	0	0	no	yes	
3048	cert_piratehook	Pirate's hook	yes	yes	799	0	0	0	no	yes	
3049	unidentified_toadflax	Herb	no	yes	-1	0	7	0	no	yes	
3050	cert_unidentified_toadflax	Herb	yes	yes	799	0	0	0	no	yes	
3051	unidentified_snapdragon	Herb	no	yes	-1	0	7	0	no	yes	
3052	cert_unidentified_snapdragon	Herb	yes	yes	799	0	0	0	no	yes	
3053	lava_battlestaff	Lava battlestaff	no	yes	-1	0	2267	0	no	yes	
3054	mystic_lava_staff	Mystic lava staff	no	yes	-1	0	2267	0	no	yes	
3055	cert_lava_battlestaff	Lava battlestaff	yes	yes	799	0	0	0	no	yes	
3056	cert_mystic_lava_staff	Mystic lava staff	yes	yes	799	0	0	0	no	yes	
3057	macro_mime_mask	Mime mask	no	no	-1	0	1	0	no	no	
3058	macro_mime_top	Mime top	no	no	-1	0	1	0	no	no	
3059	macro_mime_legs	Mime legs	no	no	-1	0	1	0	no	no	
3060	macro_mime_gloves	Mime gloves	no	no	-1	0	1	0	no	no	
3061	macro_mime_boots	Mime boots	no	no	-1	0	340	0	no	no	
3062	macro_cube	Strange box	yes	no	-1	0	5000	0	no	no	
3063	macro_cube_redtriangle	Cube part	no	no	-1	0	0	0	no	yes	
3064	cert_macro_cube_redtriangle	Cube part	yes	no	799	0	0	0	no	yes	
3065	macro_cube_bluetriangle	Cube part	no	no	-1	0	0	0	no	yes	
3066	cert_macro_cube_bluetriangle	Cube part	yes	no	799	0	0	0	no	yes	
3067	macro_cube_yellowtriangle	Cube part	no	no	-1	0	0	0	no	yes	
3068	cert_macro_cube_yellowtriangle	Cube part	yes	no	799	0	0	0	no	yes	
3069	macro_cube_redsquare	Cube part	no	no	-1	0	0	0	no	yes	
3070	cert_macro_cube_redsquare	Cube part	yes	no	799	0	0	0	no	yes	
3071	macro_cube_bluesquare	Cube part	no	no	-1	0	0	0	no	yes	
3072	cert_macro_cube_bluesquare	Cube part	yes	no	799	0	0	0	no	yes	
3073	macro_cube_yellowsquare	Cube part	no	no	-1	0	0	0	no	yes	
3074	cert_macro_cube_yellowsquare	Cube part	yes	no	799	0	0	0	no	yes	
3075	macro_cube_redcircle	Cube part	no	no	-1	0	0	0	no	yes	
3076	cert_macro_cube_redcircle	Cube part	yes	no	799	0	0	0	no	yes	
3077	macro_cube_bluecircle	Cube part	no	no	-1	0	0	0	no	yes	
3078	cert_macro_cube_bluecircle	Cube part	yes	no	799	0	0	0	no	yes	
3079	macro_cube_yellowcircle	Cube part	no	no	-1	0	0	0	no	yes	
3080	cert_macro_cube_yellowcircle	Cube part	yes	no	799	0	0	0	no	yes	
3081	macro_cube_redstar	Cube part	no	no	-1	0	0	0	no	yes	
3082	cert_macro_cube_redstar	Cube part	yes	no	799	0	0	0	no	yes	
3083	macro_cube_bluestar	Cube part	no	no	-1	0	0	0	no	yes	
3084	cert_macro_cube_bluestar	Cube part	yes	no	799	0	0	0	no	yes	
3085	macro_cube_yellowstar	Cube part	no	no	-1	0	0	0	no	yes	
3086	cert_macro_cube_yellowstar	Cube part	yes	no	799	0	0	0	no	yes	
3087	macro_cube_redhalfmoon	Cube part	no	no	-1	0	0	0	no	yes	
3088	cert_macro_cube_redhalfmoon	Cube part	yes	no	799	0	0	0	no	yes	
3089	macro_cube_bluehalfmoon	Cube part	no	no	-1	0	0	0	no	yes	
3090	cert_macro_cube_bluehalfmoon	Cube part	yes	no	799	0	0	0	no	yes	
3091	macro_cube_yellowhalfmoon	Cube part	no	no	-1	0	0	0	no	yes	
3092	cert_macro_cube_yellowhalfmoon	Cube part	yes	no	799	0	0	0	no	yes	
3093	black_dart	Black dart	yes	yes	-1	0	10	0	no	yes	
3094	black_dart_p	Black dart(p)	yes	yes	-1	0	10	0	no	yes	
3095	bronze_claws	Bronze claws	no	yes	-1	0	907	0	no	yes	
3096	iron_claws	Iron claws	no	yes	-1	0	907	0	no	yes	
3097	steel_claws	Steel claws	no	yes	-1	0	907	0	no	yes	
3098	black_claws	Black claws	no	yes	-1	0	907	0	no	yes	
3099	mithril_claws	Mithril claws	no	yes	-1	0	907	0	no	yes	
3100	adamant_claws	Adamant claws	no	yes	-1	0	907	0	no	yes	
3101	rune_claws	Rune claws	no	yes	-1	0	907	0	no	yes	
3102	death_combination	Combination	no	yes	-1	0	5	0	no	no	
3103	death_iou	Iou	no	yes	-1	0	5	0	no	no	
3104	death_secretwaymap	Secret way map	no	yes	-1	0	5	0	no	no	
3105	death_climbingboots	Climbing boots	no	yes	-1	0	340	0	no	yes	
3106	cert_death_climbingboots	Climbing boots	yes	yes	799	0	0	0	no	yes	
3107	death_spikedboots	Spiked boots	no	yes	-1	0	340	0	no	yes	
3108	cert_death_spikedboots	Spiked boots	yes	yes	799	0	0	0	no	yes	
3109	death_cannonball_red	Stone ball	no	yes	-1	0	3628	0	no	no	
3110	death_cannonball_blue	Stone ball	no	yes	-1	0	3628	0	no	no	
3111	death_cannonball_yellow	Stone ball	no	yes	-1	0	3628	0	no	no	
3112	death_cannonball_purple	Stone ball	no	yes	-1	0	3628	0	no	no	
3113	death_cannonball_green	Stone ball	no	yes	-1	0	3628	0	no	no	
3114	death_entrancecert	Certificate	no	yes	-1	0	5	0	no	no	
3115	cert_bronze_claws	Bronze claws	yes	yes	799	0	0	0	no	yes	
3116	cert_iron_claws	Iron claws	yes	yes	799	0	0	0	no	yes	
3117	cert_steel_claws	Steel claws	yes	yes	799	0	0	0	no	yes	
3118	cert_black_claws	Black claws	yes	yes	799	0	0	0	no	yes	
3119	cert_mithril_claws	Mithril claws	yes	yes	799	0	0	0	no	yes	
3120	cert_adamant_claws	Adamant claws	yes	yes	799	0	0	0	no	yes	
3121	cert_rune_claws	Rune claws	yes	yes	799	0	0	0	no	yes	
3122	granite_shield	Granite shield	no	yes	-1	0	6803	0	no	yes	
3123	tbwt_beast_bones	Shaikahan bones	no	yes	-1	0	800	0	no	yes	
3124	cert_tbwt_beast_bones	Shaikahan bones	yes	yes	799	0	0	0	no	yes	
3125	tbwt_jogre_bones	Jogre bones	no	yes	-1	0	800	0	no	yes	
3126	cert_tbwt_jogre_bones	Jogre bones	yes	yes	799	0	0	0	no	yes	
3127	tbwt_burnt_jogre_bones	Burnt jogre bones	no	yes	-1	0	800	0	no	no	
3128	tbwt_burnt_jogre_bones_in_raw_karambwanji_paste	Pasty jogre bones	no	yes	-1	0	800	0	no	no	
3129	tbwt_burnt_jogre_bones_in_cooked_karambwanji_paste	Pasty jogre bones	no	yes	-1	0	800	0	no	no	
3130	tbwt_burnt_jogre_bones_marinated_in_karambwanji	Marinated j' bones	no	yes	-1	0	800	0	no	no	
3131	tbwt_jogre_bones_in_raw_karambwanji_paste	Pasty jogre bones	no	yes	-1	0	800	0	no	no	
3132	tbwt_jogre_bones_in_cooked_karambwanji_paste	Pasty jogre bones	no	yes	-1	0	800	0	no	no	
3133	tbwt_jogre_bones_marinated_in_karambwanji	Marinated j' bones	no	yes	-1	0	800	0	no	no	
3134	cert_granite_shield	Granite shield	yes	yes	799	0	0	0	no	yes	
3135	troll_key_prison	Prison key	no	yes	-1	0	55	0	no	no	
3136	troll_key_godric	Cell key 1	no	yes	-1	0	55	0	no	no	
3137	troll_key_eadgar	Cell key 2	no	yes	-1	0	55	0	no	no	
3138	cactus_potato	Potato cactus	no	yes	-1	0	500	0	no	yes	
3139	cert_cactus_potato	Potato cactus	yes	yes	799	0	0	0	no	yes	
3140	dragon_chainbody	Dragon chainbody	no	yes	-1	0	6803	0	no	yes	
3141	cert_dragon_chainbody	Dragon chainbody	yes	yes	799	0	0	0	no	yes	
3142	tbwt_raw_karambwan	Raw karambwan	no	yes	-1	0	700	0	no	yes	
3143	cert_tbwt_raw_karambwan	Raw karambwan	yes	yes	799	0	0	0	no	yes	
3144	tbwt_cooked_karambwan	Cooked karambwan	no	yes	-1	0	650	0	no	yes	
3145	cert_tbwt_cooked_karambwan	Cooked karambwan	yes	yes	799	0	0	0	no	yes	
3146	tbwt_poorly_cooked_karambwan	Cooked karambwan	no	yes	-1	0	650	0	no	no	
3147	cert_tbwt_poorly_cooked_karambwan	Cooked karambwan	yes	yes	799	0	0	0	no	no	
3148	tbwt_burnt_karambwan	Burnt karambwan	no	yes	-1	0	600	0	no	no	
3149	cert_tbwt_burnt_karambwan	Burnt karambwan	yes	yes	799	0	0	0	no	no	
3150	tbwt_raw_karambwanji	Raw karambwanji	no	yes	-1	0	140	0	no	no	
3151	tbwt_cooked_karambwanji	Karambwanji	no	yes	-1	0	120	0	no	yes	
3152	tbwt_raw_karambwan_paste	Karambwan paste	no	yes	-1	0	10	0	no	no	
3153	tbwt_poisonous_karambwan_paste	Karambwan paste	no	yes	-1	0	10	0	no	no	
3154	tbwt_cooked_karambwan_paste	Karambwan paste	no	yes	-1	0	10	0	no	no	
3155	tbwt_raw_karambwanji_paste	Karambwanji paste	no	yes	-1	0	10	0	no	no	
3156	tbwt_cooked_karambwanji_paste	Karambwanji paste	no	yes	-1	0	10	0	no	no	
3157	tbwt_karambwan_vessel	Karambwan vessel	no	yes	-1	0	3000	0	no	yes	
3158	cert_tbwt_karambwan_vessel	Karambwan vessel	yes	yes	799	0	0	0	no	yes	
3159	tbwt_karambwan_vessel_loaded_with_karambwanji	Karambwan vessel	no	yes	-1	0	3150	0	no	yes	
3160	cert_tbwt_karambwan_vessel_loaded_with_karambwanji	Karambwan vessel	yes	yes	799	0	0	0	no	yes	
3161	tbwt_crafting_manual	Crafting manual	no	yes	-1	0	50	0	no	no	
3162	tbwt_sliced_banana	Sliced banana	no	no	-1	0	28	0	no	yes	
3163	cert_tbwt_sliced_banana	Sliced banana	yes	no	799	0	0	0	no	yes	
3164	tbwt_sliced_banana_in_karamja_rum	Karamjan rum	no	no	-1	0	907	0	no	no	
3165	tbwt_banana_in_karamja_rum	Karamjan rum	no	no	-1	0	907	0	no	no	
3166	tbwt_monkey_corpse	Monkey corpse	no	yes	-1	0	1000	0	no	no	
3167	tbwt_monkey_skin	Monkey skin	no	yes	-1	0	300	0	no	no	
3168	tbwt_seaweed_in_monkey_skin_sandwich	Seaweed sandwich	no	yes	-1	0	500	0	no	no	
3169	tbwt_seaweed_in_monkey_corpse	Stuffed monkey	no	yes	-1	0	1200	0	no	no	
3170	tbwt_bronze_spear_kp	Bronze spear(kp)	no	yes	-1	0	2267	0	no	no	
3171	tbwt_iron_spear_kp	Iron spear(kp)	no	yes	-1	0	2267	0	no	no	
3172	tbwt_steel_spear_kp	Steel spear(kp)	no	yes	-1	0	2267	0	no	no	
3173	tbwt_mithril_spear_kp	Mithril spear(kp)	no	yes	-1	0	1814	0	no	no	
3174	tbwt_adamant_spear_kp	Adamant spear(kp)	no	yes	-1	0	2721	0	no	no	
3175	tbwt_rune_spear_kp	Rune spear(kp)	no	yes	-1	0	2267	0	no	no	
3176	tbwt_dragon_spear_kp	Dragon spear(kp)	no	yes	-1	0	2267	0	no	no	
3177	banana_left	Banana left	no	no	-1	0	28	0	no	no	
3178	cert_banana_left	Banana left	yes	no	799	0	0	0	no	no	
3179	mm_small_ninja_monkey_bones	Monkey bones	no	yes	-1	0	500	0	no	no	
3180	mm_medium_ninja_monkey_bones	Monkey bones	no	yes	-1	0	500	0	no	no	
3181	mm_normal_gorilla_monkey_bones	Monkey bones	no	yes	-1	0	800	0	no	no	
3182	mm_bearded_gorilla_monkey_bones	Monkey bones	no	yes	-1	0	800	0	no	no	
3183	mm_normal_monkey_bones	Monkey bones	no	no	-1	0	500	0	no	yes	
3184	cert_mm_normal_monkey_bones	Monkey bones	yes	no	799	0	0	0	no	yes	
3185	mm_small_zombie_monkey_bones	Monkey bones	no	yes	-1	0	500	0	no	no	
3186	mm_large_zombie_monkey_bones	Monkey bones	no	yes	-1	0	500	0	no	no	
3187	mm_skeleton_bones	Bones	no	yes	-1	0	500	0	no	no	
3188	tbwt_cleaning_cloth	Cleaning cloth	no	yes	-1	0	1000	0	no	yes	
3189	cert_tbwt_cleaning_cloth	Cleaning cloth	yes	yes	799	0	0	0	no	yes	
3190	bronze_halberd	Bronze halberd	no	yes	-1	0	3175	0	no	yes	
3191	cert_bronze_halberd	Bronze halberd	yes	yes	799	0	0	0	no	yes	
3192	iron_halberd	Iron halberd	no	yes	-1	0	3175	0	no	yes	
3193	cert_iron_halberd	Iron halberd	yes	yes	799	0	0	0	no	yes	
3194	steel_halberd	Steel halberd	no	yes	-1	0	3175	0	no	yes	
3195	cert_steel_halberd	Steel halberd	yes	yes	799	0	0	0	no	yes	
3196	black_halberd	Black halberd	no	yes	-1	0	3175	0	no	yes	
3197	cert_black_halberd	Black halberd	yes	yes	799	0	0	0	no	yes	
3198	mithril_halberd	Mithril halberd	no	yes	-1	0	2721	0	no	yes	
3199	cert_mithril_halberd	Mithril halberd	yes	yes	799	0	0	0	no	yes	
3200	adamant_halberd	Adamant halberd	no	yes	-1	0	3628	0	no	yes	
3201	cert_adamant_halberd	Adamant halberd	yes	yes	799	0	0	0	no	yes	
3202	rune_halberd	Rune halberd	no	yes	-1	0	3175	0	no	yes	
3203	cert_rune_halberd	Rune halberd	yes	yes	799	0	0	0	no	yes	
3204	dragon_halberd	Dragon halberd	no	yes	-1	0	3175	0	no	yes	
3205	cert_dragon_halberd	Dragon halberd	yes	yes	799	0	0	0	no	yes	
3206	regicide_quest_kings_summons	King's message	no	no	-1	0	56	0	no	no	
3207	regicide_iorwerth_message	Iorwerths message	no	yes	-1	0	56	0	no	no	
3208	regicide_crystal_pendant	Crystal pendant	no	yes	-1	0	5	0	no	no	
3209	regicide_sulphar	Sulphur	no	yes	-1	0	10	0	no	no	
3210	cert_regicide_sulphar	Sulphur	yes	yes	799	0	0	0	no	no	
3211	limestone	Limestone	no	yes	-1	0	2267	0	no	yes	
3212	cert_limestone	Limestone	yes	yes	799	0	0	0	no	yes	
3213	regicide_quicklime	Quicklime	no	yes	-1	0	2267	0	no	no	
3214	regicide_quicklime_dust	Pot of quicklime	no	yes	-1	0	453	0	no	no	
3215	regicide_sulphar_dust	Ground sulphur	no	yes	-1	0	56	0	no	no	
3216	regicide_barrel_empty	Barrel	no	yes	-1	0	10000	0	no	no	
3217	cert_regicide_barrel_empty	Barrel	yes	yes	799	0	0	0	no	no	
3218	regicide_barrel_lid	Barrel bomb	no	yes	-1	0	32000	0	no	no	
3219	regicide_barrel_lid_fused	Barrel bomb	no	yes	-1	0	32000	0	no	no	
3220	regicide_barrel_tar	Barrel of coal-tar	no	yes	-1	0	32000	0	no	no	
3221	regicide_barrel_naphtha	Barrel of naphtha	no	yes	-1	0	32000	0	no	no	
3222	regicide_barrel_naphtha_sulphar_mix	Naphtha mix	no	yes	-1	0	32000	0	no	no	
3223	regicide_barrel_naphtha_quicklime_mix	Naphtha mix	no	yes	-1	0	32000	0	no	no	
3224	regicide_cloth	Cloth	no	yes	-1	0	340	0	no	no	
3225	cert_regicide_cloth	Cloth	yes	yes	799	0	0	0	no	no	
3226	raw_rabbit	Raw rabbit	no	yes	-1	0	170	0	no	yes	
3227	cert_raw_rabbit	Raw rabbit	yes	yes	799	0	0	0	no	yes	
3228	cooked_rabbit	Cooked rabbit	no	yes	-1	0	141	0	no	yes	
3229	cert_cooked_rabbit	Cooked rabbit	yes	yes	799	0	0	0	no	yes	
3230	regicide_alchemy	Big book of bangs	no	yes	-1	0	226	0	no	no	
3231	regicide_alchemy_symbol1	Symbol1	no	no	-1	0	1	0	no	no	
3232	cert_regicide_alchemy_symbol1	Symbol1	yes	no	799	0	0	0	no	no	
3233	regicide_alchemy_symbol2	Symbol2	no	no	-1	0	1	0	no	no	
3234	cert_regicide_alchemy_symbol2	Symbol2	yes	no	799	0	0	0	no	no	
3235	regicide_alchemy_symbol3	Symbol3	no	no	-1	0	1	0	no	no	
3236	cert_regicide_alchemy_symbol3	Symbol3	yes	no	799	0	0	0	no	no	
3237	regicide_alchemy_symbol4	Symbol4	no	no	-1	0	1	0	no	no	
3238	cert_regicide_alchemy_symbol4	Symbol4	yes	no	799	0	0	0	no	no	
3239	hollow_bark	Bark	no	yes	-1	0	1000	0	no	yes	
3240	cert_hollow_bark	Bark	yes	yes	799	0	0	0	no	yes	
3241	pickpocket_guide_man	Man	no	no	-1	0	0	0	no	no	
3242	cert_pickpocket_guide_man	Man	yes	no	799	0	0	0	no	no	
3243	pickpocket_guide_farmer	Farmer	no	no	-1	0	0	0	no	no	
3244	cert_pickpocket_guide_farmer	Farmer	yes	no	799	0	0	0	no	no	
3245	pickpocket_guide_warrior	Warrior woman	no	no	-1	0	0	0	no	no	
3246	cert_pickpocket_guide_warrior	Warrior woman	yes	no	799	0	0	0	no	no	
3247	pickpocket_guide_rogue	Rogue	no	no	-1	0	0	0	no	no	
3248	cert_pickpocket_guide_rogue	Rogue	yes	no	799	0	0	0	no	no	
3249	pickpocket_guide_guard	Guard	no	no	-1	0	0	0	no	no	
3250	cert_pickpocket_guide_guard	Guard	yes	no	799	0	0	0	no	no	
3251	pickpocket_guide_knight	Knight of ardougne	no	no	-1	0	0	0	no	no	
3252	cert_pickpocket_guide_knight	Knight of ardougne	yes	no	799	0	0	0	no	no	
3253	pickpocket_guide_watchman	Watchman	no	no	-1	0	0	0	no	no	
3254	cert_pickpocket_guide_watchman	Watchman	yes	no	799	0	0	0	no	no	
3255	pickpocket_guide_paladin	Paladin	no	no	-1	0	0	0	no	no	
3256	cert_pickpocket_guide_paladin	Paladin	yes	no	799	0	0	0	no	no	
3257	pickpocket_guide_gnome	Gnome	no	no	-1	0	0	0	no	no	
3258	cert_pickpocket_guide_gnome	Gnome	yes	no	799	0	0	0	no	no	
3259	pickpocket_guide_hero	Hero	no	no	-1	0	0	0	no	no	
3260	cert_pickpocket_guide_hero	Hero	yes	no	799	0	0	0	no	no	
3261	eadgar_goutweed_herb	Goutweed	no	yes	-1	0	7	0	no	no	
3262	eadgar_troll_thistle	Troll thistle	no	yes	-1	0	1	0	no	no	
3263	eadgar_dried_troll_thistle	Dried thistle	no	yes	-1	0	1	0	no	no	
3264	eadgar_ground_troll_thistle	Ground thistle	no	yes	-1	0	28	0	no	no	
3265	eadgar_ground_troll_thistle_potion	Troll potion	no	yes	-1	0	56	0	no	no	
3266	eadgar_drunk_parrot	Drunk parrot	no	yes	-1	0	1	0	no	no	
3267	eadgar_dirty_druid_robe	Dirty robe	no	yes	-1	0	1	0	no	no	
3268	eadgar_fake_man	Fake man	no	yes	-1	0	1	0	no	no	
3269	eadgar_troll_storeroom_key	Storeroom key	no	yes	-1	0	55	0	no	no	
3270	eadgar_alco_chunks	Alco-chunks	no	yes	-1	0	80	0	no	no	
3271	eadgar_fade_to_black_inv	Dummy	no	no	-1	0	0	0	no	no	
3272	cert_eadgar_fade_to_black_inv	Dummy	yes	no	799	0	0	0	no	no	
3273	01_wind_strike	Spell	no	no	-1	2	0	0	no	no	
3274	03_confuse	Spell	no	no	-1	2	0	0	no	no	
3275	05_water_strike	Spell	no	no	-1	2	0	0	no	no	
3276	07_enchant_amulet_lvl1	Spell	no	no	-1	2	0	0	no	no	
3277	09_earth_strike	Spell	no	no	-1	2	0	0	no	no	
3278	11_weaken	Spell	no	no	-1	2	0	0	no	no	
3279	13_fire_strike	Spell	no	no	-1	2	0	0	no	no	
3280	15_bones_bananas	Spell	no	no	-1	2	0	0	no	no	
3281	17_wind_bolt	Spell	no	no	-1	2	0	0	no	no	
3282	19_curse	Spell	no	no	-1	2	0	0	no	no	
3283	20_bind	Spell	no	no	-1	2	0	0	no	no	
3284	21_low_alchemy	Spell	no	no	-1	2	0	0	no	no	
3285	23_water_bolt	Spell	no	no	-1	2	0	0	no	no	
3286	25_varrock_teleport	Spell	no	no	-1	2	0	0	no	no	
3287	27_enchant_amulet_lvl2	Spell	no	no	-1	2	0	0	no	no	
3288	29_earth_bolt	Spell	no	no	-1	2	0	0	no	no	
3289	31_lumbridge_teleport	Spell	no	no	-1	2	0	0	no	no	
3290	33_tele_grab	Spell	no	no	-1	2	0	0	no	no	
3291	35_fire_bolt	Spell	no	no	-1	2	0	0	no	no	
3292	37_falador_teleport	Spell	no	no	-1	2	0	0	no	no	
3293	39_crumble_undead	Spell	no	no	-1	2	0	0	no	no	
3294	41_wind_blast	Spell	no	no	-1	2	0	0	no	no	
3295	43_superheat_item	Spell	no	no	-1	2	0	0	no	no	
3296	45_camelot_teleport	Spell	no	no	-1	2	0	0	no	no	
3297	47_water_blast	Spell	no	no	-1	2	0	0	no	no	
3298	49_enchant_amulet_lvl3	Spell	no	no	-1	2	0	0	no	no	
3299	50_iban_blast	Spell	no	no	-1	2	0	0	no	no	
3300	50_snare	Spell	no	no	-1	2	0	0	no	no	
3301	51_ardougne_teleport	Spell	no	no	-1	2	0	0	no	no	
3302	53_earth_blast	Spell	no	no	-1	2	0	0	no	no	
3303	55_high_alchemy	Spell	no	no	-1	2	0	0	no	no	
3304	56_charge_water_orb	Spell	no	no	-1	2	0	0	no	no	
3305	57_enchant_amulet_lvl4	Spell	no	no	-1	2	0	0	no	no	
3306	58_watchtower_teleport	Spell	no	no	-1	2	0	0	no	no	
3307	59_fire_blast	Spell	no	no	-1	2	0	0	no	no	
3308	60_charge_earth_orb	Spell	no	no	-1	2	0	0	no	no	
3309	60_claws_of_guthix	Spell	no	no	-1	2	0	0	no	no	
3310	60_flames_of_zamorak	Spell	no	no	-1	2	0	0	no	no	
3311	60_saradomin_strike	Spell	no	no	-1	2	0	0	no	no	
3312	61_trollheim_teleport	Spell	no	no	-1	2	0	0	no	no	
3313	62_wind_wave	Spell	no	no	-1	2	0	0	no	no	
3314	63_charge_fire_orb	Spell	no	no	-1	2	0	0	no	no	
3315	65_water_wave	Spell	no	no	-1	2	0	0	no	no	
3316	66_charge_air_orb	Spell	no	no	-1	2	0	0	no	no	
3317	66_vulnerability	Spell	no	no	-1	2	0	0	no	no	
3318	68_enchant_amulet_lvl5	Spell	no	no	-1	2	0	0	no	no	
3319	70_earth_wave	Spell	no	no	-1	2	0	0	no	no	
3320	73_enfeeble	Spell	no	no	-1	2	0	0	no	no	
3321	75_fire_wave	Spell	no	no	-1	2	0	0	no	no	
3322	79_entangle	Spell	no	no	-1	2	0	0	no	no	
3323	80_charge	Spell	no	no	-1	2	0	0	no	no	
3324	80_stun	Spell	no	no	-1	2	0	0	no	no	
3325	vampire_dust	Vampire dust	no	yes	-1	0	56	0	no	yes	
3326	cert_vampire_dust	Vampire dust	yes	yes	799	0	0	0	no	yes	
3327	snelm_round_swamp	Myre snelm	no	yes	-1	0	2000	0	no	yes	
3328	cert_snelm_round_swamp	Myre snelm	yes	yes	799	0	0	0	no	yes	
3329	snelm_round_red+black	Blood'n'tar snelm	no	yes	-1	0	2000	0	no	yes	
3330	cert_snelm_round_red+black	Blood'n'tar snelm	yes	yes	799	0	0	0	no	yes	
3331	snelm_round_yellow	Ochre snelm	no	yes	-1	0	2000	0	no	yes	
3332	cert_snelm_round_yellow	Ochre snelm	yes	yes	799	0	0	0	no	yes	
3333	snelm_round_blue	Bruise blue snelm	no	yes	-1	0	2000	0	no	yes	
3334	cert_snelm_round_blue	Bruise blue snelm	yes	yes	799	0	0	0	no	yes	
3335	snelm_round_orange	Broken bark snelm	no	yes	-1	0	2000	0	no	yes	
3336	cert_snelm_round_orange	Broken bark snelm	yes	yes	799	0	0	0	no	yes	
3337	snelm_point_swamp	Myre snelm	no	yes	-1	0	2000	0	no	yes	
3338	cert_snelm_point_swamp	Myre snelm	yes	yes	799	0	0	0	no	yes	
3339	snelm_point_red+black	Blood'n'tar snelm	no	yes	-1	0	2000	0	no	yes	
3340	cert_snelm_point_red+black	Blood'n'tar snelm	yes	yes	799	0	0	0	no	yes	
3341	snelm_point_yellow	Ochre snelm	no	yes	-1	0	2000	0	no	yes	
3342	cert_snelm_point_yellow	Ochre snelm	yes	yes	799	0	0	0	no	yes	
3343	snelm_point_blue	Bruise blue snelm	no	yes	-1	0	2000	0	no	yes	
3344	cert_snelm_point_blue	Bruise blue snelm	yes	yes	799	0	0	0	no	yes	
3345	shellround_swamp	Blamish myre shell	no	yes	-1	0	10000	0	no	yes	
3346	cert_shellround_swamp	Blamish myre shell	yes	yes	799	0	0	0	no	yes	
3347	shellround_red+black	Blamish red shell	no	yes	-1	0	10000	0	no	yes	
3348	cert_shellround_red+black	Blamish red shell	yes	yes	799	0	0	0	no	yes	
3349	shellround_yellow	Blamish ochre shell	no	yes	-1	0	10000	0	no	yes	
3350	cert_shellround_yellow	Blamish ochre shell	yes	yes	799	0	0	0	no	yes	
3351	shellround_blue	Blamish blue shell	no	yes	-1	0	10000	0	no	yes	
3352	cert_shellround_blue	Blamish blue shell	yes	yes	799	0	0	0	no	yes	
3353	shellround_orange	Blamish bark shell	no	yes	-1	0	10000	0	no	yes	
3354	cert_shellround_orange	Blamish bark shell	yes	yes	799	0	0	0	no	yes	
3355	shellpoint_swamp	Blamish myre shell	no	yes	-1	0	10000	0	no	yes	
3356	cert_shellpoint_swamp	Blamish myre shell	yes	yes	799	0	0	0	no	yes	
3357	shellpoint_red+black	Blamish red shell	no	yes	-1	0	10000	0	no	yes	
3358	cert_shellpoint_red+black	Blamish red shell	yes	yes	799	0	0	0	no	yes	
3359	shellpoint_yellow	Blamish ochre shell	no	yes	-1	0	10000	0	no	yes	
3360	cert_shellpoint_yellow	Blamish ochre shell	yes	yes	799	0	0	0	no	yes	
3361	shellpoint_blue	Blamish blue shell	no	yes	-1	0	10000	0	no	yes	
3362	cert_shellpoint_blue	Blamish blue shell	yes	yes	799	0	0	0	no	yes	
3363	snail_corpse1	Thin snail	no	yes	-1	0	2000	0	no	yes	
3364	cert_snail_corpse1	Thin snail	yes	yes	799	0	0	0	no	yes	
3365	snail_corpse2	Lean snail	no	yes	-1	0	2000	0	no	yes	
3366	cert_snail_corpse2	Lean snail	yes	yes	799	0	0	0	no	yes	
3367	snail_corpse3	Fat snail	no	yes	-1	0	2000	0	no	yes	
3368	cert_snail_corpse3	Fat snail	yes	yes	799	0	0	0	no	yes	
3369	snail_corpse_cooked1	Thin snail meat	no	yes	-1	0	3000	0	no	yes	
3370	cert_snail_corpse_cooked1	Thin snail meat	yes	yes	799	0	0	0	no	yes	
3371	snail_corpse_cooked2	Lean snail meat	no	yes	-1	0	4000	0	no	yes	
3372	cert_snail_corpse_cooked2	Lean snail meat	yes	yes	799	0	0	0	no	yes	
3373	snail_corpse_cooked3	Fat snail meat	no	yes	-1	0	5000	0	no	yes	
